,Unnamed: 0,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,April,August,December,February,January,July,June,March,May,November,October,September,FullYearHoursWorked,FullName
703,703,704,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1,3,3,3,2,3,200.30777777777777,183.31472222222223,190.4388888888889,179.95194444444445,159.89027777777778,201.23611111111111,199.5572222222222,199.6919444444445,188.4633333333333,161.98666666666668,178.72333333333333,180.5888888888889,2928.151111111111,Ronald Moses
704,704,705,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,3,2,3,3,3,208.26416666666665,178.5075,209.29722222222225,172.5311111111111,171.13805555555555,207.85416666666663,210.1952777777778,192.7925,189.97333333333333,143.09,188.7536111111111,194.15833333333333,2971.555277777778,Paul Hanna
705,705,706,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,2,1,3,2,3,137.7902777777778,124.00861111111112,132.70944444444444,112.14583333333331,125.91,138.00333333333333,145.69277777777776,131.7536111111111,126.53,111.18583333333332,137.41333333333333,138.79333333333332,2267.936388888889,Casey Harris
706,706,707,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,3,1,4,4,3,144.54555555555555,151.34722222222223,158.30277777777778,125.91444444444444,115.49194444444444,150.98222222222222,154.85333333333332,130.18722222222223,144.31555555555556,114.43388888888887,117.2,153.1313888888889,2367.7055555555557,Alexander Smith
707,707,708,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,4,4,2,3,3,130.92194444444445,126.26833333333332,126.14277777777778,112.505,107.22555555555556,132.6772222222222,107.24083333333331,102.64583333333331,120.95361111111112,113.4825,132.25555555555556,120.87,2141.1891666666666,Rebecca Zimmerman
708,708,709,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,3,1,2,4,3,187.45527777777775,176.67194444444445,171.51833333333337,162.2236111111111,154.36166666666668,152.80694444444444,161.59472222222223,178.61777777777775,134.96444444444444,145.01583333333335,153.2863888888889,170.21805555555557,2657.735,Elijah Thomas
709,709,710,40,No,Travel_Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,2,2,3,1,4,122.01083333333334,130.10416666666666,109.15972222222224,115.63,97.84083333333334,116.32833333333332,128.44472222222225,126.81722222222224,116.02722222222222,104.39027777777778,116.34611111111111,109.2375,2102.3369444444447,Ariana Hunt
710,710,711,36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,1,1,2,3,3,127.85833333333332,116.44027777777778,128.2938888888889,109.49888888888889,109.9825,128.655,121.98722222222224,124.02361111111112,107.26916666666666,104.88111111111112,121.56194444444444,128.44083333333333,2139.8927777777776,William Smith
711,711,712,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,4,4,3,2,4,167.88833333333335,159.98444444444445,151.75277777777777,153.3227777777778,128.01694444444445,168.36972222222224,167.82777777777778,155.35611111111112,150.22,134.30944444444444,154.68444444444444,153.3697222222222,2557.1025000000004,Justin Hale
712,712,713,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,3,4,3,3,3,157.28,151.40805555555556,158.51583333333335,112.51,126.7425,156.94722222222222,149.17416666666668,119.17333333333332,144.13194444444446,127.35916666666668,147.59222222222223,150.16277777777776,2413.9972222222223,Danielle Moore
713,713,714,51,No,Travel_Rarely,Research & Development,4,1,Medical,1,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,4,2,2,3,3,164.2525,140.67916666666667,151.84916666666666,126.37333333333332,128.2397222222222,150.55333333333334,135.66694444444445,133.95305555555555,141.7913888888889,134.71722222222223,146.64166666666668,140.82416666666666,2409.5416666666665,Tamara Deleon
714,714,715,18,No,Non-Travel,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,4,4,4,3,4,173.7788888888889,166.27,174.00972222222222,155.74,149.12805555555556,155.9886111111111,174.65472222222223,165.5211111111111,149.04055555555556,143.94694444444443,150.7613888888889,166.4,2640.2400000000007,Gavin Blanchard
715,715,716,35,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,4,4,3,2,3,138.2097222222222,150.14944444444444,143.405,135.05527777777775,128.15722222222223,150.56861111111112,149.34666666666666,130.47166666666666,121.225,101.51055555555556,150.40527777777777,144.785,2359.289444444444,Jodi Skinner
716,716,717,27,No,Travel_Frequently,Research & Development,26,4,Medical,1,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,4,4,3,4,3,145.69722222222222,157.17833333333334,153.60861111111112,138.16694444444445,140.97666666666666,154.29083333333332,161.86055555555555,147.725,140.7225,103.8475,146.76638888888888,153.2325,2461.073055555555,Michele Murray
717,717,718,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,1,3,2,4,3,193.8736111111111,182.1855555555556,192.9075,163.79083333333332,158.27916666666667,182.91666666666663,190.62416666666667,181.545,166.1325,146.4636111111111,174.08138888888888,183.6913888888889,2834.491388888889,Jacob Davis
718,718,719,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,4,2,3,3,3,218.36666666666667,210.765,216.63666666666663,208.0905555555556,176.4975,208.27166666666665,227.18027777777775,197.8311111111111,196.48666666666665,176.77944444444444,198.40277777777777,207.8713888888889,3162.179722222222,Jacob Chandler
719,719,720,34,No,Non-Travel,Sales,1,2,Life Sciences,1,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,1,3,3,3,3,127.51777777777778,115.35472222222222,132.79861111111111,121.18083333333334,107.94916666666668,126.3561111111111,134.12027777777777,136.01888888888888,124.70194444444444,115.36,135.14305555555555,121.26805555555556,2217.769444444445,Gabriel Collins
720,720,721,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,2,3,3,2,3,144.77555555555557,110.5988888888889,136.895,130.49555555555557,116.44527777777778,116.55638888888888,134.3788888888889,129.68055555555554,128.49972222222223,116.16888888888889,137.30138888888888,132.96,2255.7561111111117,Garrett Miller
721,721,722,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,2,3,3,4,3,155.3538888888889,143.83083333333337,151.7613888888889,114.92472222222224,123.48416666666668,158.45833333333334,144.00277777777777,144.13666666666666,144.3538888888889,122.75111111111111,150.80027777777778,137.45888888888888,2413.3169444444443,Sean Holland
722,722,723,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,3,4,4,1,3,161.8527777777778,151.67694444444444,162.41222222222223,145.84805555555556,145.00333333333333,168.64277777777778,153.9025,147.07444444444445,146.74416666666667,130.15444444444444,162.02333333333334,154.13222222222225,2552.467222222222,Lisa Bridges
723,723,724,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,4,3,2,3,3,193.5880555555556,191.9325,192.6625,164.11888888888888,164.07805555555555,201.0222222222222,189.96,181.61277777777775,174.57305555555556,164.6822222222222,192.07611111111112,191.5680555555556,2925.874444444444,Larry Gutierrez
724,724,725,38,No,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,4,3,3,2,3,140.9502777777778,107.2063888888889,135.85,115.31916666666666,112.52,136.8461111111111,126.98472222222222,126.95777777777778,113.90138888888887,96.97555555555556,102.48166666666668,128.81277777777777,2169.8058333333333,Sarah Perez
725,725,726,34,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,3,4,4,3,4,174.96527777777777,140.09583333333333,151.4361111111111,143.41833333333332,126.19305555555556,164.83583333333334,176.1925,164.87194444444444,149.695,126.78083333333332,160.7711111111111,164.21444444444444,2569.470277777777,Nicole Rowland
726,726,727,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,3,1,3,3,3,134.3788888888889,128.01944444444445,140.31027777777777,119.59027777777776,127.25805555555556,135.74166666666667,141.35694444444445,134.65833333333333,128.12833333333333,107.51083333333334,135.95916666666668,140.10166666666666,2300.0138888888887,Beth Young
727,727,728,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,4,3,2,2,3,225.7580555555556,218.19916666666663,239.72472222222223,217.9175,186.1530555555556,229.02027777777775,229.93777777777777,206.5075,217.255,176.1511111111111,229.11972222222224,228.29083333333327,3332.0347222222226,Jacob Cross
728,728,729,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,1,4,4,3,3,226.76722222222224,213.4755555555556,229.35694444444445,205.74638888888887,192.0613888888889,221.79833333333332,215.3975,215.60111111111112,203.37527777777777,183.90194444444444,217.07805555555555,207.73388888888888,3261.2936111111107,Kelly Morales
729,729,730,51,No,Travel_Frequently,Research & Development,20,3,Medical,1,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,2,2,3,2,3,141.61388888888888,151.01833333333337,149.76333333333332,127.49305555555556,127.17111111111112,135.8675,138.88166666666666,122.235,135.72944444444445,122.77888888888889,140.30055555555555,135.76083333333332,2358.613611111111,Steven Butler
730,730,731,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,4,4,2,3,3,225.86111111111111,224.5630555555556,234.89583333333331,213.19583333333333,193.12916666666663,212.26,203.1877777777778,214.61083333333332,201.73166666666663,169.63361111111112,225.0758333333333,223.88027777777776,3273.025,Danny Johnson
731,731,732,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,3,3,3,4,3,227.2263888888889,209.54861111111111,208.82333333333327,198.295,197.16472222222225,204.23444444444445,207.67527777777775,199.64555555555555,198.8230555555556,188.2008333333333,217.8225,217.04527777777776,3206.505,Valerie Vang
732,732,733,33,No,Travel_Frequently,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,2,4,4,3,3,164.40333333333334,155.4886111111111,156.55722222222224,156.0702777777778,129.80305555555557,163.59027777777777,166.85555555555555,162.42055555555555,140.71027777777778,141.52305555555554,166.32805555555555,163.3438888888889,2600.0941666666668,Valerie Vargas
733,733,734,32,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,3,2,2,3,3,207.76444444444445,210.00333333333333,208.45916666666668,174.42388888888888,174.80277777777778,230.97611111111112,208.8680555555556,218.3480555555556,199.26916666666668,176.1236111111111,196.3383333333333,208.8502777777778,3148.227222222222,Joshua Avery
734,734,735,39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,3,3,3,3,3,145.6561111111111,132.0575,145.45222222222222,133.0211111111111,125.50111111111111,145.34416666666667,139.02944444444444,131.51416666666665,114.55583333333334,110.3338888888889,126.33833333333334,131.84833333333333,2315.6522222222225,Joshua Bell
735,735,736,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,1,3,3,2,3,160.12777777777777,150.96972222222223,158.76333333333332,137.11916666666667,123.13055555555556,143.46333333333334,159.56027777777777,150.3552777777778,146.3425,131.63833333333332,150.0525,129.9572222222222,2477.48,Matthew Allen
736,736,737,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,4,3,2,3,3,201.38611111111112,174.23388888888888,191.20805555555555,180.4488888888889,172.22055555555556,190.61027777777775,199.6988888888889,172.39194444444445,173.6436111111111,137.35694444444445,181.5525,183.2711111111111,2895.022777777778,Jordan Lopez
737,737,738,43,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,1,3,1,3,3,205.89805555555557,195.6186111111111,204.5055555555556,195.9480555555556,177.20777777777778,193.2083333333333,203.78666666666663,203.00083333333333,191.4325,165.96305555555554,175.46472222222224,201.47972222222225,3051.5138888888887,David Gray
738,738,739,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,4,4,3,3,3,185.06222222222223,196.00777777777776,215.57694444444445,187.3386111111111,176.02583333333334,227.68027777777775,217.46972222222223,216.04777777777775,174.87166666666667,185.49055555555557,195.6783333333333,207.70666666666665,3123.956388888889,Michael Roth
739,739,740,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,4,3,3,4,3,220.2375,190.4130555555556,220.5863888888889,180.69166666666663,177.985,217.61194444444445,218.425,199.12444444444444,203.15666666666667,182.2913888888889,198.83916666666667,200.0875,3149.4497222222226,Andrea Porter
740,740,741,26,No,Travel_Rarely,Research & Development,2,2,Other,1,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1,1,4,3,3,4,120.57666666666668,126.6527777777778,125.20416666666668,112.78944444444444,113.87083333333334,140.12,133.18194444444444,101.32388888888887,105.61527777777778,99.28805555555556,117.10972222222222,121.0675,2157.800277777778,Ryan Davis
741,741,742,42,No,Travel_Rarely,Sales,23,3,Marketing,1,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9,3,1,3,3,3,135.20333333333335,123.00777777777778,112.14111111111112,121.48638888888888,111.98555555555556,132.99388888888888,126.01,120.75666666666666,101.77694444444444,108.98666666666666,117.52888888888889,127.95861111111113,2181.835833333333,Cynthia Bowman
742,742,743,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4,3,1,1,3,3,141.025,123.05111111111113,134.65472222222223,122.4961111111111,109.7911111111111,144.14583333333334,136.03833333333333,136.85805555555555,112.17694444444444,102.75805555555556,128.70416666666668,130.6886111111111,2265.388055555556,Elizabeth Barrera
743,743,744,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2,1,3,3,3,3,143.16611111111112,149.17888888888888,149.4636111111111,134.385,119.57916666666668,150.6688888888889,167.16055555555556,151.0175,141.18944444444443,135.07916666666665,144.18527777777777,145.0338888888889,2474.1075,Andrew Lowe
744,744,745,35,No,Travel_Frequently,Research & Development,6,4,Medical,1,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2,3,4,3,3,3,155.64222222222222,153.3763888888889,138.32694444444445,139.11944444444444,130.48666666666668,169.70472222222222,129.67666666666668,151.76111111111112,153.69722222222222,137.97166666666666,154.49166666666667,153.53444444444443,2512.789166666668,Lauren Adams
745,745,746,25,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2,1,4,2,1,3,169.16722222222222,142.8372222222222,157.95583333333337,143.6447222222222,136.2061111111111,167.2488888888889,158.9525,158.525,135.94361111111112,143.1325,145.01166666666666,159.14305555555555,2563.7683333333343,Nicholas Carter
746,746,747,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7,3,1,3,2,4,107.80333333333331,121.88027777777778,136.23916666666668,137.78583333333333,127.50027777777778,142.105,135.995,137.34694444444443,114.50583333333331,114.57194444444444,139.5338888888889,143.27805555555557,2305.5455555555554,Billy Hunter
747,747,748,29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9,2,1,2,2,3,129.5377777777778,118.79888888888888,137.74777777777777,125.52555555555556,113.67666666666666,125.80555555555556,135.24944444444444,124.70333333333332,122.2475,106.61944444444444,130.10361111111112,128.505,2246.520555555556,Austin Lane
748,748,749,49,Yes,Travel_Frequently,Sales,6,5,Medical,1,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,1,1,3,3,3,141.84027777777777,150.36027777777778,152.55638888888888,141.60944444444445,120.18055555555556,157.27166666666668,148.0522222222222,140.71666666666667,127.4413888888889,127.3886111111111,142.4125,135.94,2434.7700000000004,Christine Vasquez
749,749,750,29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,3,4,3,3,3,180.82916666666668,162.1352777777778,188.39638888888888,162.36472222222224,139.70472222222222,153.17777777777778,179.82888888888888,162.78305555555556,173.34777777777776,137.2697222222222,172.04666666666668,153.98388888888888,2715.868055555555,Tracey Sutton
750,750,751,54,No,Travel_Rarely,Sales,1,3,Medical,1,Female,2,Manager,Single,22970,6,Y,18,8,2,29,2,20,12,7,4,4,2,2,3,139.15722222222223,118.16361111111112,117.02583333333334,110.04583333333332,91.74388888888888,135.88972222222222,130.63888888888889,106.36944444444444,111.13416666666669,113.03444444444445,125.72833333333334,126.64027777777778,2176.5716666666667,Kristina Tyler
751,751,752,58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5,4,1,3,3,3,224.4386111111111,220.98944444444444,222.6486111111111,211.9063888888889,202.8683333333333,234.2180555555556,233.10555555555555,221.27694444444444,213.04555555555555,190.71777777777777,212.55694444444444,222.8780555555556,3362.6502777777773,Jennifer Andrews
752,752,753,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0,2,4,4,3,3,157.04833333333335,118.13583333333334,158.85916666666668,142.3538888888889,141.96166666666667,157.28611111111113,157.915,147.925,143.10333333333332,136.1288888888889,133.30027777777778,149.5936111111111,2496.611111111111,Teresa Davila
753,753,754,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1,1,2,3,3,3,188.02527777777777,197.5,199.64638888888888,160.49388888888888,168.85111111111112,186.8563888888889,205.1313888888889,166.86,189.915,161.77416666666667,196.55166666666668,178.43805555555556,2954.043333333333,Aaron Fuller
754,754,755,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0,2,3,3,3,3,160.13611111111112,152.5088888888889,153.67194444444445,138.20527777777778,137.38888888888889,162.4911111111111,159.39777777777778,138.32416666666666,140.9925,118.7863888888889,145.90194444444444,145.0286111111111,2507.833611111111,Paul Allison
755,755,756,30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2,4,1,3,3,3,159.10027777777776,158.8361111111111,165.41611111111112,150.9875,136.54,165.14166666666665,157.92444444444445,156.13805555555555,153.5425,127.43444444444444,159.08416666666668,156.86055555555555,2603.005833333333,Joseph Wilson
756,756,757,31,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0,1,2,4,3,3,152.63305555555556,145.69194444444446,154.4802777777778,139.13222222222225,124.19888888888887,159.50305555555556,158.4275,137.93055555555554,138.86944444444444,124.18805555555556,146.81972222222225,138.9036111111111,2477.7783333333327,Jason Adams
757,757,758,34,No,Travel_Frequently,Sales,2,1,Marketing,1,Female,5,Manager,Divorced,26860,5,Y,11,8,0,10,3,4,1,3,4,1,3,4,3,145.20388888888888,146.01083333333332,169.04472222222222,143.29083333333332,135.76333333333332,130.52944444444444,159.48055555555555,136.8761111111111,136.27138888888888,135.7913888888889,135.91277777777776,159.34444444444443,2491.519722222222,Kathy Martinez
758,758,759,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,1,2,4,1,3,168.70305555555555,168.11,167.0388888888889,152.59222222222223,136.85166666666666,161.89166666666668,168.68694444444444,162.26555555555555,146.07416666666666,143.0225,144.69861111111112,161.1222222222222,2640.0575,Bruce Shah
759,759,760,27,No,Travel_Rarely,Human Resources,11,4,Medical,1,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4,2,1,4,3,3,149.0377777777778,150.76777777777778,157.86027777777778,143.45166666666665,138.73444444444445,156.31944444444446,145.27138888888888,144.7397222222222,135.17222222222222,121.99138888888888,151.60777777777778,152.14305555555555,2507.096944444445,John Clarke
760,760,761,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8,1,4,2,2,3,141.1213888888889,132.84944444444443,126.96,113.01388888888889,121.75361111111113,130.62833333333333,133.51166666666666,124.51833333333332,120.70972222222224,114.93388888888887,119.03111111111112,127.34416666666668,2267.375555555556,Logan Sanders
761,761,762,36,No,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2,3,1,2,3,3,159.075,151.8086111111111,153.38305555555556,139.58777777777777,140.4738888888889,154.15305555555557,154.8311111111111,154.8136111111111,145.61555555555557,131.5336111111111,153.65333333333334,153.52388888888888,2554.4525,Lisa Santana
762,762,763,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2,1,4,2,3,3,172.42583333333334,149.19361111111112,162.495,146.63555555555556,130.63805555555555,170.17388888888888,156.14055555555555,164.32361111111112,146.86833333333334,130.46805555555557,159.44305555555556,157.26361111111112,2609.0691666666667,Brittany Vega
763,763,764,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,1,1,3,2,3,159.46277777777777,151.31527777777777,144.3,129.12194444444444,114.30416666666667,158.65694444444443,160.91055555555556,142.55166666666668,123.29972222222224,124.22277777777778,152.18472222222223,151.14638888888888,2475.4769444444446,Victor Hooper
764,764,765,37,No,Non-Travel,Sales,8,4,Medical,1,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3,3,3,1,3,4,151.04722222222222,159.0936111111111,142.42833333333334,143.67,139.57333333333332,158.4922222222222,166.17138888888888,153.7002777777778,145.87916666666666,115.47083333333332,141.58777777777777,154.51,2536.6241666666665,Keith Williams
765,765,766,56,No,Travel_Rarely,Research & Development,10,4,Other,1,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0,1,1,4,3,3,139.48777777777778,131.68472222222223,137.45166666666665,113.9375,121.10583333333334,139.83694444444444,125.22305555555556,125.77694444444444,120.2775,110.75,138.09555555555556,133.00277777777777,2302.6302777777773,Michael Olson
766,766,767,47,No,Travel_Rarely,Research & Development,3,2,Medical,1,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6,1,3,4,3,3,130.6038888888889,132.41916666666663,132.80277777777778,127.15583333333332,109.31305555555556,137.78333333333333,131.80583333333334,133.1288888888889,120.60555555555555,105.13444444444444,124.46138888888888,133.00722222222225,2285.221388888888,William Allen
767,767,768,24,No,Travel_Rarely,Research & Development,5,1,Other,1,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3,4,3,3,3,3,193.735,192.0280555555556,202.31444444444443,175.37,170.8488888888889,203.8336111111111,202.54666666666665,194.54361111111112,184.7938888888889,163.88833333333332,195.43166666666667,204.05527777777775,3051.3894444444454,Caleb Davis
768,768,769,32,No,Travel_Rarely,Sales,4,3,Marketing,1,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3,4,4,2,3,3,151.09861111111113,148.84305555555557,157.46333333333334,141.8461111111111,140.66833333333332,141.54500000000002,157.17833333333334,150.5261111111111,151.20444444444445,135.37583333333333,149.26416666666665,148.97083333333333,2542.984166666667,Justin Day
769,769,770,34,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,4,2,2,3,3,130.975,109.06472222222224,122.60861111111112,122.78527777777778,101.87222222222222,122.60638888888889,114.21888888888888,117.45805555555556,109.13861111111112,97.94694444444444,115.24388888888888,121.20805555555556,2155.1266666666666,John Savage
770,770,771,41,No,Travel_Rarely,Research & Development,26,3,Medical,1,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3,2,3,2,3,3,231.36166666666668,219.48111111111112,220.5955555555556,199.21777777777777,189.24388888888888,211.31222222222223,230.14194444444445,211.08194444444445,210.42888888888888,187.0005555555556,221.04472222222225,220.39083333333332,3322.301111111112,Wanda Taylor
771,771,772,40,No,Non-Travel,Sales,3,2,Life Sciences,1,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,3,3,4,2,3,129.98222222222222,121.04333333333334,127.21388888888887,119.17194444444443,112.64833333333334,122.87805555555556,135.69805555555556,121.4872222222222,121.47194444444445,114.41111111111113,116.23916666666666,127.62666666666668,2241.8719444444446,Joseph Ramos
772,772,773,31,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,1,4,3,3,3,141.39805555555554,137.30555555555554,146.845,119.39305555555556,120.08666666666666,138.64222222222222,149.4275,141.24972222222223,134.10722222222222,118.97694444444444,128.13305555555556,133.43305555555557,2381.998055555556,Brady Lee
773,773,774,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3,146.59972222222223,138.55333333333334,138.33083333333337,128.12555555555556,106.37833333333332,146.69611111111112,142.11944444444444,140.73527777777778,125.67861111111112,105.63333333333334,126.2088888888889,141.72,2360.7794444444444,Juan Jordan
